temperature_deg,weather,rainfall_mm,river_level_m,wind_kmph,soil_moisture,past_floods,risk_level
36.0,Rainy,229.9,14.19,15.8,30.4,4,Severe
24.3,Rainy,173.2,1.29,37.0,1.1,5,Medium
18.6,Stormy,115.9,6.04,134.1,39.2,2,Severe
15.8,Stormy,487.8,4.61,103.2,38.5,5,Severe
34.4,Sunny,216.6,2.97,30.1,76.1,4,Medium
33.8,Windy,118.8,5.34,113.8,70.7,2,High
20.3,Sunny,123.0,3.3,60.1,44.9,5,Medium
30.7,Windy,157.2,9.03,96.5,19.5,0,High
37.2,Windy,175.1,10.94,85.8,93.6,0,High
21.9,Windy,20.3,8.5,71.9,45.7,0,High
19.3,Rainy,243.6,3.19,45.1,60.8,2,Medium
36.1,Windy,435.4,6.91,36.9,4.8,2,Severe
21.4,Rainy,151.0,5.1,54.3,18.8,5,Medium
21.6,Cloudy,382.4,11.86,92.8,30.0,3,High
40.6,Cloudy,196.5,2.47,79.8,39.8,4,Medium
28.3,Stormy,93.6,8.25,67.5,86.6,5,Severe
30.2,Rainy,20.8,9.4,133.0,21.2,4,Severe
24.3,Windy,310.8,0.66,73.6,32.8,2,High
23.4,Cloudy,269.1,14.48,58.6,14.6,2,Severe
23.2,Cloudy,487.1,3.8,66.7,93.4,4,Severe
33.6,Cloudy,270.4,2.19,42.8,16.0,0,High
26.7,Windy,43.6,0.91,126.7,12.4,1,Severe
33.4,Cloudy,188.9,4.53,121.9,97.3,3,Severe
40.1,Rainy,260.2,14.94,89.1,6.3,1,Severe
26.1,Rainy,213.0,5.84,148.8,63.0,2,Severe
32.2,Cloudy,434.3,7.41,131.1,60.0,2,Severe
39.4,Windy,193.1,14.61,35.4,59.9,1,Severe
24.8,Windy,95.3,9.62,41.4,62.4,1,High
19.4,Sunny,437.6,6.43,113.1,88.3,1,Severe
20.7,Stormy,213.6,2.07,117.0,34.8,3,Severe
19.7,Windy,29.8,13.25,37.5,25.7,4,Severe
41.6,Stormy,279.1,7.71,44.2,3.8,4,Severe
34.4,Rainy,19.3,13.32,83.5,68.4,3,Severe
18.5,Windy,295.5,10.08,108.8,58.3,4,High
22.5,Sunny,312.2,0.04,94.0,31.1,4,High
18.6,Rainy,374.4,8.65,58.9,12.5,5,High
37.8,Rainy,79.6,6.16,91.1,7.6,1,High
16.9,Windy,207.7,11.97,144.3,84.6,2,Severe
35.5,Stormy,287.7,5.22,96.3,41.9,3,Severe
23.0,Stormy,246.2,7.81,29.0,50.1,3,Severe
33.4,Rainy,292.6,12.66,41.4,32.5,0,Severe
19.9,Cloudy,430.1,3.5,99.7,92.4,0,Severe
20.3,Stormy,43.9,4.55,148.3,98.8,1,Severe
18.3,Sunny,176.2,6.79,62.9,42.7,5,Medium
25.4,Sunny,311.1,5.06,55.6,66.4,2,High
38.3,Rainy,419.7,4.37,74.6,44.1,3,Severe
43.7,Cloudy,262.2,1.97,36.9,19.9,2,High
36.4,Stormy,56.8,13.06,96.4,46.7,4,Severe
35.7,Windy,202.8,4.02,41.4,52.0,1,Medium
31.3,Windy,3.9,2.76,37.5,89.5,0,Medium
25.3,Sunny,367.6,14.94,2.8,88.7,4,Severe
39.6,Sunny,63.6,12.23,107.2,51.0,0,Severe
42.2,Windy,71.7,2.61,47.3,14.6,5,Medium
30.6,Cloudy,330.7,11.63,103.1,77.0,0,High
34.0,Cloudy,92.7,14.69,50.0,64.5,2,Severe
17.4,Sunny,25.6,7.38,76.2,41.2,1,Medium
17.7,Stormy,205.6,11.28,28.2,94.7,5,Severe
44.0,Sunny,434.9,11.06,38.9,43.2,4,Severe
38.7,Stormy,427.6,12.28,132.8,72.3,0,Severe
24.7,Windy,303.3,4.14,76.3,15.1,4,High
18.8,Stormy,412.1,4.79,55.9,6.4,0,Severe
37.7,Cloudy,93.0,13.36,105.9,39.7,2,Severe
26.7,Cloudy,8.9,0.27,117.5,60.1,5,High
34.9,Sunny,215.8,5.68,102.3,66.5,2,High
20.7,Stormy,204.6,5.36,120.8,49.2,0,Severe
28.5,Windy,251.6,11.65,5.2,51.8,5,High
27.9,Sunny,359.4,9.69,77.0,48.8,3,High
28.4,Cloudy,391.1,0.19,3.5,63.5,0,High
34.9,Sunny,232.7,8.26,146.0,9.9,4,Severe
44.7,Cloudy,149.8,3.49,136.4,29.7,4,Severe
25.2,Cloudy,83.9,9.07,110.3,25.1,2,High
22.0,Windy,29.8,10.8,65.9,51.9,0,High
39.9,Stormy,435.0,0.89,48.2,52.5,4,Severe
18.6,Cloudy,54.1,10.3,10.4,70.9,0,High
18.9,Cloudy,136.8,9.49,55.2,68.0,1,High
32.5,Stormy,351.0,10.92,124.6,60.3,5,Severe
40.3,Cloudy,83.2,10.77,140.0,46.1,2,Severe
35.7,Stormy,215.6,4.17,35.1,48.6,1,Severe
42.6,Sunny,224.7,0.51,131.4,34.4,5,Severe
44.5,Cloudy,244.9,1.15,32.5,83.6,2,Medium
15.5,Windy,64.3,3.92,101.2,0.5,2,High
32.3,Sunny,312.2,8.91,126.1,84.8,4,Severe
29.0,Stormy,439.4,7.91,145.0,77.2,1,Severe
38.8,Sunny,497.7,2.96,110.9,88.0,1,Severe
